qald_id,sentence_en,pos-tags,noun_count,pos-complex(H/M/E),ner-tags,entity_count,ner-complex(H/M/E),list_type(Y/N),count_type(Y/N),entity-count,sentence_entities_grayed
116,What airlines are part of the SkyTeam alliance?,"[('What', 'WP'), ('airlines', 'NNS'), ('are', 'VBP'), ('part', 'NN'), ('of', 'IN'), ('the', 'DT'), ('SkyTeam', 'NNP'), ('alliance', 'NN'), ('?', '.')]",5,hard,"[('What', 'O'), ('airlines', 'O'), ('are', 'O'), ('part', 'O'), ('of', 'O'), ('the', 'O'), ('SkyTeam', 'O'), ('alliance', 'O'), ('?', 'O')]",tbd,easy,N,N,0.0,What airlines are part of the SkyTeam alliance ?
117,Which ships were called after Benjamin Franklin?,"[('Which', 'JJ'), ('ships', 'NNS'), ('were', 'VBD'), ('called', 'VBN'), ('after', 'IN'), ('Benjamin', 'NNP'), ('Franklin', 'NNP'), ('?', '.')]",3,medium,"[('Which', 'O'), ('ships', 'O'), ('were', 'O'), ('called', 'O'), ('after', 'O'), ('Benjamin', 'PERSON'), ('Franklin', 'PERSON'), ('?', 'O')]",tbd,medium,N,N,2.0,Which ships were called after $Benjamin$ $Franklin$ ?
118,Give me all Methodist politicians.,"[('Give', 'VB'), ('me', 'PRP'), ('all', 'DT'), ('Methodist', 'NNP'), ('politicians', 'NNS'), ('.', '.')]",2,easy,"[('Give', 'O'), ('me', 'O'), ('all', 'O'), ('Methodist', 'O'), ('politicians', 'O'), ('.', 'O')]",tbd,easy,Y,N,0.0,Give me all Methodist politicians .
119,What other books have been written by the author of The Fault in Our Stars?,"[('What', 'WP'), ('other', 'JJ'), ('books', 'NNS'), ('have', 'VBP'), ('been', 'VBN'), ('written', 'VBN'), ('by', 'IN'), ('the', 'DT'), ('author', 'NN'), ('of', 'IN'), ('The', 'DT'), ('Fault', 'NNP'), ('in', 'IN'), ('Our', 'PRP$'), ('Stars', 'NNS'), ('?', '.')]",5,hard,"[('What', 'O'), ('other', 'O'), ('books', 'O'), ('have', 'O'), ('been', 'O'), ('written', 'O'), ('by', 'O'), ('the', 'O'), ('author', 'O'), ('of', 'O'), ('The', 'O'), ('Fault', 'O'), ('in', 'O'), ('Our', 'O'), ('Stars', 'O'), ('?', 'O')]",tbd,easy,N,N,0.0,What other books have been written by the author of The Fault in Our Stars ?
120,What is the highest mountain?,"[('What', 'WP'), ('is', 'VBZ'), ('the', 'DT'), ('highest', 'JJS'), ('mountain', 'NN'), ('?', '.')]",2,easy,"[('What', 'O'), ('is', 'O'), ('the', 'O'), ('highest', 'O'), ('mountain', 'O'), ('?', 'O')]",tbd,easy,N,N,0.0,What is the highest mountain ?
121,Which poet wrote the most books?,"[('Which', 'WDT'), ('poet', 'VBP'), ('wrote', 'VBD'), ('the', 'DT'), ('most', 'RBS'), ('books', 'NNS'), ('?', '.')]",1,easy,"[('Which', 'O'), ('poet', 'O'), ('wrote', 'O'), ('the', 'O'), ('most', 'O'), ('books', 'O'), ('?', 'O')]",tbd,easy,N,N,0.0,Which poet wrote the most books ?
122,Which programming languages influenced Javascript?,"[('Which', 'JJ'), ('programming', 'NN'), ('languages', 'NNS'), ('influenced', 'VBD'), ('Javascript', 'NNP'), ('?', '.')]",3,medium,"[('Which', 'O'), ('programming', 'O'), ('languages', 'O'), ('influenced', 'O'), ('Javascript', 'O'), ('?', 'O')]",tbd,easy,N,N,0.0,Which programming languages influenced Javascript ?
123,Which musician wrote the most books?,"[('Which', 'JJ'), ('musician', 'JJ'), ('wrote', 'VBD'), ('the', 'DT'), ('most', 'RBS'), ('books', 'NNS'), ('?', '.')]",1,easy,"[('Which', 'O'), ('musician', 'O'), ('wrote', 'O'), ('the', 'O'), ('most', 'O'), ('books', 'O'), ('?', 'O')]",tbd,easy,N,N,0.0,Which musician wrote the most books ?
124,Which films starring Clint Eastwood did he direct himself?,"[('Which', 'JJ'), ('films', 'NNS'), ('starring', 'VBG'), ('Clint', 'NNP'), ('Eastwood', 'NNP'), ('did', 'VBD'), ('he', 'PRP'), ('direct', 'VB'), ('himself', 'PRP'), ('?', '.')]",3,medium,"[('Which', 'O'), ('films', 'O'), ('starring', 'O'), ('Clint', 'PERSON'), ('Eastwood', 'PERSON'), ('did', 'O'), ('he', 'O'), ('direct', 'O'), ('himself', 'O'), ('?', 'O')]",tbd,medium,N,N,2.0,Which films starring $Clint$ $Eastwood$ did he direct himself ?
125,Which software has been developed by organizations founded in California?,"[('Which', 'NNP'), ('software', 'NN'), ('has', 'VBZ'), ('been', 'VBN'), ('developed', 'VBN'), ('by', 'IN'), ('organizations', 'NNS'), ('founded', 'VBN'), ('in', 'IN'), ('California', 'NNP'), ('?', '.')]",4,medium,"[('Which', 'O'), ('software', 'O'), ('has', 'O'), ('been', 'O'), ('developed', 'O'), ('by', 'O'), ('organizations', 'O'), ('founded', 'O'), ('in', 'O'), ('California', 'LOCATION'), ('?', 'O')]",tbd,easy,N,N,1.0,Which software has been developed by organizations founded in $California$ ?
126,Which instruments does Cat Stevens play?,"[('Which', 'JJ'), ('instruments', 'NNS'), ('does', 'VBZ'), ('Cat', 'NNP'), ('Stevens', 'NNP'), ('play', 'NN'), ('?', '.')]",4,medium,"[('Which', 'O'), ('instruments', 'O'), ('does', 'O'), ('Cat', 'PERSON'), ('Stevens', 'PERSON'), ('play', 'O'), ('?', 'O')]",tbd,medium,N,N,2.0,Which instruments does $Cat$ $Stevens$ play ?
127,How many airlines are members of the Star Alliance?,"[('How', 'WRB'), ('many', 'JJ'), ('airlines', 'NNS'), ('are', 'VBP'), ('members', 'NNS'), ('of', 'IN'), ('the', 'DT'), ('Star', 'NNP'), ('Alliance', 'NNP'), ('?', '.')]",4,medium,"[('How', 'O'), ('many', 'O'), ('airlines', 'O'), ('are', 'O'), ('members', 'O'), ('of', 'O'), ('the', 'O'), ('Star', 'ORGANIZATION'), ('Alliance', 'ORGANIZATION'), ('?', 'O')]",tbd,medium,N,N,2.0,How many airlines are members of the $Star$ $Alliance$ ?
128,Give me all actors called Baldwin.,"[('Give', 'VB'), ('me', 'PRP'), ('all', 'DT'), ('actors', 'NNS'), ('called', 'VBD'), ('Baldwin', 'NNP'), ('.', '.')]",2,easy,"[('Give', 'O'), ('me', 'O'), ('all', 'O'), ('actors', 'O'), ('called', 'O'), ('Baldwin', 'PERSON'), ('.', 'O')]",tbd,easy,Y,N,1.0,Give me all actors called $Baldwin$ .
129,Who wrote The Hunger Games?,"[('Who', 'WP'), ('wrote', 'VBD'), ('The', 'DT'), ('Hunger', 'NNP'), ('Games', 'NNPS'), ('?', '.')]",3,medium,"[('Who', 'O'), ('wrote', 'O'), ('The', 'O'), ('Hunger', 'O'), ('Games', 'O'), ('?', 'O')]",tbd,easy,N,N,0.0,Who wrote The Hunger Games ?
130,For which label did Elvis record his first album?,"[('For', 'IN'), ('which', 'WDT'), ('label', 'NN'), ('did', 'VBD'), ('Elvis', 'NNP'), ('record', 'VB'), ('his', 'PRP$'), ('first', 'JJ'), ('album', 'NN'), ('?', '.')]",3,medium,"[('For', 'O'), ('which', 'O'), ('label', 'O'), ('did', 'O'), ('Elvis', 'PERSON'), ('record', 'O'), ('his', 'O'), ('first', 'O'), ('album', 'O'), ('?', 'O')]",tbd,easy,N,N,1.0,For which label did $Elvis$ record his first album ?
131,Is Christian Bale starring in Batman Begins?,"[('Is', 'VBZ'), ('Christian', 'JJ'), ('Bale', 'NNP'), ('starring', 'NN'), ('in', 'IN'), ('Batman', 'NNP'), ('Begins', 'NNP'), ('?', '.')]",4,medium,"[('Is', 'O'), ('Christian', 'O'), ('Bale', 'O'), ('starring', 'O'), ('in', 'O'), ('Batman', 'O'), ('Begins', 'O'), ('?', 'O')]",tbd,easy,N,N,0.0,Is Christian Bale starring in Batman Begins ?
132,Where is the residence of the prime minister of Spain?,"[('Where', 'WRB'), ('is', 'VBZ'), ('the', 'DT'), ('residence', 'NN'), ('of', 'IN'), ('the', 'DT'), ('prime', 'JJ'), ('minister', 'NN'), ('of', 'IN'), ('Spain', 'NNP'), ('?', '.')]",3,medium,"[('Where', 'O'), ('is', 'O'), ('the', 'O'), ('residence', 'O'), ('of', 'O'), ('the', 'O'), ('prime', 'O'), ('minister', 'O'), ('of', 'O'), ('Spain', 'LOCATION'), ('?', 'O')]",tbd,easy,N,N,1.0,Where is the residence of the prime minister of $Spain$ ?
133,Which actor was casted in the most movies?,"[('Which', 'NNP'), ('actor', 'NN'), ('was', 'VBD'), ('casted', 'VBN'), ('in', 'IN'), ('the', 'DT'), ('most', 'RBS'), ('movies', 'NNS'), ('?', '.')]",3,medium,"[('Which', 'O'), ('actor', 'O'), ('was', 'O'), ('casted', 'O'), ('in', 'O'), ('the', 'O'), ('most', 'O'), ('movies', 'O'), ('?', 'O')]",tbd,easy,N,N,0.0,Which actor was casted in the most movies ?
134,Which countries have more than two official languages?,"[('Which', 'JJ'), ('countries', 'NNS'), ('have', 'VBP'), ('more', 'JJR'), ('than', 'IN'), ('two', 'CD'), ('official', 'NN'), ('languages', 'NNS'), ('?', '.')]",3,medium,"[('Which', 'O'), ('countries', 'O'), ('have', 'O'), ('more', 'O'), ('than', 'O'), ('two', 'O'), ('official', 'O'), ('languages', 'O'), ('?', 'O')]",tbd,easy,N,N,0.0,Which countries have more than two official languages ?
135,Which countries have more than ten caves?,"[('Which', 'JJ'), ('countries', 'NNS'), ('have', 'VBP'), ('more', 'JJR'), ('than', 'IN'), ('ten', 'VB'), ('caves', 'NNS'), ('?', '.')]",2,easy,"[('Which', 'O'), ('countries', 'O'), ('have', 'O'), ('more', 'O'), ('than', 'O'), ('ten', 'O'), ('caves', 'O'), ('?', 'O')]",tbd,easy,N,N,0.0,Which countries have more than ten caves ?
136,Show me all songs from Bruce Springsteen released between 1980 and 1990.,"[('Show', 'VB'), ('me', 'PRP'), ('all', 'DT'), ('songs', 'NNS'), ('from', 'IN'), ('Bruce', 'NNP'), ('Springsteen', 'NNP'), ('released', 'VBD'), ('between', 'IN'), ('1980', 'CD'), ('and', 'CC'), ('1990', 'CD'), ('.', '.')]",3,medium,"[('Show', 'O'), ('me', 'O'), ('all', 'O'), ('songs', 'O'), ('from', 'O'), ('Bruce', 'PERSON'), ('Springsteen', 'PERSON'), ('released', 'O'), ('between', 'O'), ('1980', 'O'), ('and', 'O'), ('1990', 'O'), ('.', 'O')]",tbd,medium,N,N,2.0,Show me all songs from $Bruce$ $Springsteen$ released between 1980 and 1990 .
137,Which television shows were created by John Cleese?,"[('Which', 'JJ'), ('television', 'NN'), ('shows', 'NNS'), ('were', 'VBD'), ('created', 'VBN'), ('by', 'IN'), ('John', 'NNP'), ('Cleese', 'NNP'), ('?', '.')]",4,medium,"[('Which', 'O'), ('television', 'O'), ('shows', 'O'), ('were', 'O'), ('created', 'O'), ('by', 'O'), ('John', 'PERSON'), ('Cleese', 'PERSON'), ('?', 'O')]",tbd,medium,N,N,2.0,Which television shows were created by $John$ $Cleese$ ?
138,When did Latvia join the EU?,"[('When', 'WRB'), ('did', 'VBD'), ('Latvia', 'NNP'), ('join', 'VB'), ('the', 'DT'), ('EU', 'NNP'), ('?', '.')]",2,easy,"[('When', 'O'), ('did', 'O'), ('Latvia', 'LOCATION'), ('join', 'O'), ('the', 'O'), ('EU', 'LOCATION'), ('?', 'O')]",tbd,medium,N,N,2.0,When did $Latvia$ join the $EU$ ?
139,Which soccer players were born on Malta?,"[('Which', 'JJ'), ('soccer', 'NN'), ('players', 'NNS'), ('were', 'VBD'), ('born', 'VBN'), ('on', 'IN'), ('Malta', 'NNP'), ('?', '.')]",3,medium,"[('Which', 'O'), ('soccer', 'O'), ('players', 'O'), ('were', 'O'), ('born', 'O'), ('on', 'O'), ('Malta', 'LOCATION'), ('?', 'O')]",tbd,easy,N,N,1.0,Which soccer players were born on $Malta$ ?
140,How many politicians graduated from Columbia University?,"[('How', 'WRB'), ('many', 'JJ'), ('politicians', 'NNS'), ('graduated', 'VBN'), ('from', 'IN'), ('Columbia', 'NNP'), ('University', 'NNP'), ('?', '.')]",3,medium,"[('How', 'O'), ('many', 'O'), ('politicians', 'O'), ('graduated', 'O'), ('from', 'O'), ('Columbia', 'ORGANIZATION'), ('University', 'ORGANIZATION'), ('?', 'O')]",tbd,medium,N,N,2.0,How many politicians graduated from $Columbia$ $University$ ?
141,Give me the birthdays of all actors of the television show Charmed.,"[('Give', 'VB'), ('me', 'PRP'), ('the', 'DT'), ('birthdays', 'NNS'), ('of', 'IN'), ('all', 'DT'), ('actors', 'NNS'), ('of', 'IN'), ('the', 'DT'), ('television', 'NN'), ('show', 'NN'), ('Charmed', 'NNP'), ('.', '.')]",5,hard,"[('Give', 'O'), ('me', 'O'), ('the', 'O'), ('birthdays', 'O'), ('of', 'O'), ('all', 'O'), ('actors', 'O'), ('of', 'O'), ('the', 'O'), ('television', 'O'), ('show', 'O'), ('Charmed', 'O'), ('.', 'O')]",tbd,easy,N,N,0.0,Give me the birthdays of all actors of the television show Charmed .
142,Which telecommunications organizations are located in Belgium?,"[('Which', 'JJ'), ('telecommunications', 'NN'), ('organizations', 'NNS'), ('are', 'VBP'), ('located', 'VBN'), ('in', 'IN'), ('Belgium', 'NNP'), ('?', '.')]",3,medium,"[('Which', 'O'), ('telecommunications', 'O'), ('organizations', 'O'), ('are', 'O'), ('located', 'O'), ('in', 'O'), ('Belgium', 'LOCATION'), ('?', 'O')]",tbd,easy,N,N,1.0,Which telecommunications organizations are located in $Belgium$ ?
143,Give me a list of all lakes in Denmark.,"[('Give', 'VB'), ('me', 'PRP'), ('a', 'DT'), ('list', 'NN'), ('of', 'IN'), ('all', 'DT'), ('lakes', 'NNS'), ('in', 'IN'), ('Denmark', 'NNP'), ('.', '.')]",3,medium,"[('Give', 'O'), ('me', 'O'), ('a', 'O'), ('list', 'O'), ('of', 'O'), ('all', 'O'), ('lakes', 'O'), ('in', 'O'), ('Denmark', 'LOCATION'), ('.', 'O')]",tbd,easy,Y,N,1.0,Give me a list of all lakes in $Denmark$ .
144,How many children does Eddie Murphy have?,"[('How', 'WRB'), ('many', 'JJ'), ('children', 'NNS'), ('does', 'VBZ'), ('Eddie', 'NNP'), ('Murphy', 'NNP'), ('have', 'VB'), ('?', '.')]",3,medium,"[('How', 'O'), ('many', 'O'), ('children', 'O'), ('does', 'O'), ('Eddie', 'PERSON'), ('Murphy', 'PERSON'), ('have', 'O'), ('?', 'O')]",tbd,medium,N,N,2.0,How many children does $Eddie$ $Murphy$ have ?
145,Show me all English Gothic buildings in Kent.,"[('Show', 'VB'), ('me', 'PRP'), ('all', 'DT'), ('English', 'NNP'), ('Gothic', 'NNP'), ('buildings', 'NNS'), ('in', 'IN'), ('Kent', 'NNP'), ('.', '.')]",4,medium,"[('Show', 'O'), ('me', 'O'), ('all', 'O'), ('English', 'O'), ('Gothic', 'O'), ('buildings', 'O'), ('in', 'O'), ('Kent', 'LOCATION'), ('.', 'O')]",tbd,easy,N,N,1.0,Show me all English Gothic buildings in $Kent$ .
146,Who is the manager of Real Madrid?,"[('Who', 'WP'), ('is', 'VBZ'), ('the', 'DT'), ('manager', 'NN'), ('of', 'IN'), ('Real', 'NNP'), ('Madrid', 'NNP'), ('?', '.')]",4,medium,"[('Who', 'O'), ('is', 'O'), ('the', 'O'), ('manager', 'O'), ('of', 'O'), ('Real', 'ORGANIZATION'), ('Madrid', 'ORGANIZATION'), ('?', 'O')]",tbd,medium,N,N,2.0,Who is the manager of $Real$ $Madrid$ ?
147,In which countries can you pay using the West African CFA franc?,"[('In', 'IN'), ('which', 'WDT'), ('countries', 'NNS'), ('can', 'MD'), ('you', 'PRP'), ('pay', 'VB'), ('using', 'VBG'), ('the', 'DT'), ('West', 'JJ'), ('African', 'JJ'), ('CFA', 'NNP'), ('franc', 'NN'), ('?', '.')]",3,medium,"[('In', 'O'), ('which', 'O'), ('countries', 'O'), ('can', 'O'), ('you', 'O'), ('pay', 'O'), ('using', 'O'), ('the', 'O'), ('West', 'O'), ('African', 'O'), ('CFA', 'O'), ('franc', 'O'), ('?', 'O')]",tbd,easy,N,N,0.0,In which countries can you pay using the West African CFA franc ?
148,Which holidays are celebrated around the world?,"[('Which', 'NNP'), ('holidays', 'NNS'), ('are', 'VBP'), ('celebrated', 'VBN'), ('around', 'IN'), ('the', 'DT'), ('world', 'NN'), ('?', '.')]",3,medium,"[('Which', 'O'), ('holidays', 'O'), ('are', 'O'), ('celebrated', 'O'), ('around', 'O'), ('the', 'O'), ('world', 'O'), ('?', 'O')]",tbd,easy,N,N,0.0,Which holidays are celebrated around the world ?
149,What is the longest river?,"[('What', 'WP'), ('is', 'VBZ'), ('the', 'DT'), ('longest', 'JJS'), ('river', 'NN'), ('?', '.')]",2,easy,"[('What', 'O'), ('is', 'O'), ('the', 'O'), ('longest', 'O'), ('river', 'O'), ('?', 'O')]",tbd,easy,N,N,0.0,What is the longest river ?
150,Which organizations were founded in 1930?,"[('Which', 'JJ'), ('organizations', 'NNS'), ('were', 'VBD'), ('founded', 'VBN'), ('in', 'IN'), ('1930', 'CD'), ('?', '.')]",1,easy,"[('Which', 'O'), ('organizations', 'O'), ('were', 'O'), ('founded', 'O'), ('in', 'O'), ('1930', 'O'), ('?', 'O')]",tbd,easy,N,N,0.0,Which organizations were founded in 1930 ?
151,What is the birth name of Angela Merkel?,"[('What', 'WP'), ('is', 'VBZ'), ('the', 'DT'), ('birth', 'NN'), ('name', 'NN'), ('of', 'IN'), ('Angela', 'NNP'), ('Merkel', 'NNP'), ('?', '.')]",5,hard,"[('What', 'O'), ('is', 'O'), ('the', 'O'), ('birth', 'O'), ('name', 'O'), ('of', 'O'), ('Angela', 'PERSON'), ('Merkel', 'PERSON'), ('?', 'O')]",tbd,medium,N,N,2.0,What is the birth name of $Angela$ $Merkel$ ?
152,Who has Tom Cruise been married to?,"[('Who', 'WP'), ('has', 'VBZ'), ('Tom', 'NNP'), ('Cruise', 'NNP'), ('been', 'VBN'), ('married', 'VBN'), ('to', 'TO'), ('?', '.')]",3,medium,"[('Who', 'O'), ('has', 'O'), ('Tom', 'PERSON'), ('Cruise', 'PERSON'), ('been', 'O'), ('married', 'O'), ('to', 'O'), ('?', 'O')]",tbd,medium,N,N,2.0,Who has $Tom$ $Cruise$ been married to ?
153,Which weapons did Heckler & Koch develop?,"[('Which', 'JJ'), ('weapons', 'NNS'), ('did', 'VBD'), ('Heckler', 'NNP'), ('&', 'CC'), ('Koch', 'NNP'), ('develop', 'VB'), ('?', '.')]",3,medium,"[('Which', 'O'), ('weapons', 'O'), ('did', 'O'), ('Heckler', 'O'), ('&', 'O'), ('Koch', 'PERSON'), ('develop', 'O'), ('?', 'O')]",tbd,easy,N,N,1.0,Which weapons did Heckler & $Koch$ develop ?
154,What is the smallest city by area in Germany?,"[('What', 'WP'), ('is', 'VBZ'), ('the', 'DT'), ('smallest', 'JJS'), ('city', 'NN'), ('by', 'IN'), ('area', 'NN'), ('in', 'IN'), ('Germany', 'NNP'), ('?', '.')]",4,medium,"[('What', 'O'), ('is', 'O'), ('the', 'O'), ('smallest', 'O'), ('city', 'O'), ('by', 'O'), ('area', 'O'), ('in', 'O'), ('Germany', 'LOCATION'), ('?', 'O')]",tbd,easy,N,N,1.0,What is the smallest city by area in $Germany$ ?
155,What is the ruling party in Lisbon?,"[('What', 'WP'), ('is', 'VBZ'), ('the', 'DT'), ('ruling', 'VBG'), ('party', 'NN'), ('in', 'IN'), ('Lisbon', 'NNP'), ('?', '.')]",3,medium,"[('What', 'O'), ('is', 'O'), ('the', 'O'), ('ruling', 'O'), ('party', 'O'), ('in', 'O'), ('Lisbon', 'LOCATION'), ('?', 'O')]",tbd,easy,N,N,1.0,What is the ruling party in $Lisbon$ ?
156,How heavy is Jupiter's lightest moon?,"[('How', 'WRB'), ('heavy', 'JJ'), ('is', 'VBZ'), ('Jupiter', 'NNP'), (""'s"", 'POS'), ('lightest', 'JJS'), ('moon', 'NN'), ('?', '.')]",2,easy,"[('How', 'O'), ('heavy', 'O'), ('is', 'O'), ('Jupiter', 'LOCATION'), (""'s"", 'O'), ('lightest', 'O'), ('moon', 'O'), ('?', 'O')]",tbd,easy,N,N,1.0,How heavy is $Jupiter$ 's lightest moon ?
157,How many employees does IBM have?,"[('How', 'WRB'), ('many', 'JJ'), ('employees', 'NNS'), ('does', 'VBZ'), ('IBM', 'NNP'), ('have', 'VB'), ('?', '.')]",2,easy,"[('How', 'O'), ('many', 'O'), ('employees', 'O'), ('does', 'O'), ('IBM', 'ORGANIZATION'), ('have', 'O'), ('?', 'O')]",tbd,easy,N,N,1.0,How many employees does $IBM$ have ?
158,List all episodes of the first season of the HBO television series The Sopranos!,"[('List', 'NN'), ('all', 'DT'), ('episodes', 'NNS'), ('of', 'IN'), ('the', 'DT'), ('first', 'JJ'), ('season', 'NN'), ('of', 'IN'), ('the', 'DT'), ('HBO', 'NNP'), ('television', 'NN'), ('series', 'NN'), ('The', 'DT'), ('Sopranos', 'NNP'), ('!', '.')]",7,hard,"[('List', 'O'), ('all', 'O'), ('episodes', 'O'), ('of', 'O'), ('the', 'O'), ('first', 'O'), ('season', 'O'), ('of', 'O'), ('the', 'O'), ('HBO', 'ORGANIZATION'), ('television', 'O'), ('series', 'O'), ('The', 'O'), ('Sopranos', 'O'), ('!', 'O')]",tbd,easy,Y,N,1.0,List all episodes of the first season of the $HBO$ television series The Sopranos !
159,What does ICRO stand for?,"[('What', 'WP'), ('does', 'VBZ'), ('ICRO', 'NNP'), ('stand', 'VB'), ('for', 'IN'), ('?', '.')]",2,easy,"[('What', 'O'), ('does', 'O'), ('ICRO', 'O'), ('stand', 'O'), ('for', 'O'), ('?', 'O')]",tbd,easy,N,N,0.0,What does ICRO stand for ?
160,Does the new Battlestar Galactica series have more episodes than the old one?,"[('Does', 'VBZ'), ('the', 'DT'), ('new', 'JJ'), ('Battlestar', 'NNP'), ('Galactica', 'NNP'), ('series', 'NN'), ('have', 'VBP'), ('more', 'JJR'), ('episodes', 'NNS'), ('than', 'IN'), ('the', 'DT'), ('old', 'JJ'), ('one', 'CD'), ('?', '.')]",4,medium,"[('Does', 'O'), ('the', 'O'), ('new', 'O'), ('Battlestar', 'O'), ('Galactica', 'O'), ('series', 'O'), ('have', 'O'), ('more', 'O'), ('episodes', 'O'), ('than', 'O'), ('the', 'O'), ('old', 'O'), ('one', 'O'), ('?', 'O')]",tbd,easy,N,N,0.0,Does the new Battlestar Galactica series have more episodes than the old one ?
161,Give me all films produced by Hal Roach.,"[('Give', 'VB'), ('me', 'PRP'), ('all', 'DT'), ('films', 'NNS'), ('produced', 'VBN'), ('by', 'IN'), ('Hal', 'NNP'), ('Roach', 'NNP'), ('.', '.')]",3,medium,"[('Give', 'O'), ('me', 'O'), ('all', 'O'), ('films', 'O'), ('produced', 'O'), ('by', 'O'), ('Hal', 'PERSON'), ('Roach', 'PERSON'), ('.', 'O')]",tbd,medium,Y,N,2.0,Give me all films produced by $Hal$ $Roach$ .
162,Who played Agent Smith in Matrix?,"[('Who', 'WP'), ('played', 'VBD'), ('Agent', 'NNP'), ('Smith', 'NNP'), ('in', 'IN'), ('Matrix', 'NNP'), ('?', '.')]",4,medium,"[('Who', 'O'), ('played', 'O'), ('Agent', 'O'), ('Smith', 'PERSON'), ('in', 'O'), ('Matrix', 'O'), ('?', 'O')]",tbd,easy,N,N,1.0,Who played Agent $Smith$ in Matrix ?
163,Which Greek parties are pro-European?,"[('Which', 'JJ'), ('Greek', 'NNP'), ('parties', 'NNS'), ('are', 'VBP'), ('pro-European', 'JJ'), ('?', '.')]",2,easy,"[('Which', 'O'), ('Greek', 'O'), ('parties', 'O'), ('are', 'O'), ('pro-European', 'O'), ('?', 'O')]",tbd,easy,N,N,0.0,Which Greek parties are pro-European ?
164,Give me a list of all bandleaders that play trumpet.,"[('Give', 'VB'), ('me', 'PRP'), ('a', 'DT'), ('list', 'NN'), ('of', 'IN'), ('all', 'DT'), ('bandleaders', 'NNS'), ('that', 'WDT'), ('play', 'VBP'), ('trumpet', 'NN'), ('.', '.')]",3,medium,"[('Give', 'O'), ('me', 'O'), ('a', 'O'), ('list', 'O'), ('of', 'O'), ('all', 'O'), ('bandleaders', 'O'), ('that', 'O'), ('play', 'O'), ('trumpet', 'O'), ('.', 'O')]",tbd,easy,Y,N,0.0,Give me a list of all bandleaders that play trumpet .
165,What is the second highest mountain on Earth?,"[('What', 'WP'), ('is', 'VBZ'), ('the', 'DT'), ('second', 'JJ'), ('highest', 'JJS'), ('mountain', 'NN'), ('on', 'IN'), ('Earth', 'NNP'), ('?', '.')]",3,medium,"[('What', 'O'), ('is', 'O'), ('the', 'O'), ('second', 'O'), ('highest', 'O'), ('mountain', 'O'), ('on', 'O'), ('Earth', 'LOCATION'), ('?', 'O')]",tbd,easy,N,N,1.0,What is the second highest mountain on $Earth$ ?
166,Is Egypts largest city also its capital?,"[('Is', 'VBZ'), ('Egypts', 'NNP'), ('largest', 'JJS'), ('city', 'NN'), ('also', 'RB'), ('its', 'PRP$'), ('capital', 'NN'), ('?', '.')]",3,medium,"[('Is', 'O'), ('Egypts', 'O'), ('largest', 'O'), ('city', 'O'), ('also', 'O'), ('its', 'O'), ('capital', 'O'), ('?', 'O')]",tbd,easy,N,N,0.0,Is Egypts largest city also its capital ?
167,Which rockets were launched from Baikonur?,"[('Which', 'JJ'), ('rockets', 'NNS'), ('were', 'VBD'), ('launched', 'VBN'), ('from', 'IN'), ('Baikonur', 'NNP'), ('?', '.')]",2,easy,"[('Which', 'O'), ('rockets', 'O'), ('were', 'O'), ('launched', 'O'), ('from', 'O'), ('Baikonur', 'O'), ('?', 'O')]",tbd,easy,N,N,0.0,Which rockets were launched from Baikonur ?
168,How many programming languages are there?,"[('How', 'WRB'), ('many', 'JJ'), ('programming', 'NN'), ('languages', 'NNS'), ('are', 'VBP'), ('there', 'RB'), ('?', '.')]",2,easy,"[('How', 'O'), ('many', 'O'), ('programming', 'O'), ('languages', 'O'), ('are', 'O'), ('there', 'O'), ('?', 'O')]",tbd,easy,N,N,0.0,How many programming languages are there ?
169,Which Chess players died in the same place they were born in?,"[('Which', 'JJ'), ('Chess', 'NNP'), ('players', 'NNS'), ('died', 'VBD'), ('in', 'IN'), ('the', 'DT'), ('same', 'JJ'), ('place', 'NN'), ('they', 'PRP'), ('were', 'VBD'), ('born', 'VBN'), ('in', 'IN'), ('?', '.')]",3,medium,"[('Which', 'O'), ('Chess', 'O'), ('players', 'O'), ('died', 'O'), ('in', 'O'), ('the', 'O'), ('same', 'O'), ('place', 'O'), ('they', 'O'), ('were', 'O'), ('born', 'O'), ('in', 'O'), ('?', 'O')]",tbd,easy,N,N,0.0,Which Chess players died in the same place they were born in ?
170,Who is the owner of Facebook?,"[('Who', 'WP'), ('is', 'VBZ'), ('the', 'DT'), ('owner', 'NN'), ('of', 'IN'), ('Facebook', 'NNP'), ('?', '.')]",3,medium,"[('Who', 'O'), ('is', 'O'), ('the', 'O'), ('owner', 'O'), ('of', 'O'), ('Facebook', 'ORGANIZATION'), ('?', 'O')]",tbd,easy,N,N,1.0,Who is the owner of $Facebook$ ?
171,Give me all movies with Tom Cruise.,"[('Give', 'VB'), ('me', 'PRP'), ('all', 'DT'), ('movies', 'NNS'), ('with', 'IN'), ('Tom', 'NNP'), ('Cruise', 'NNP'), ('.', '.')]",3,medium,"[('Give', 'O'), ('me', 'O'), ('all', 'O'), ('movies', 'O'), ('with', 'O'), ('Tom', 'PERSON'), ('Cruise', 'PERSON'), ('.', 'O')]",tbd,medium,Y,N,2.0,Give me all movies with $Tom$ $Cruise$ .
